order_id,order_date,customer_id,region,product_name,category,quantity,unit_price,discount_rate,sales,profit,month
10902,2025-04-20,C1272,East,Notebook Pack,Stationery,2,8.25,0.0,16.5,7.19,2025-04
10903,2025-04-20,C1179,East,Office Chair,Furniture,4,128.67,0.0,514.68,194.83,2025-04
10904,2025-04-21,C1137,North,Laptop Sleeve,Accessories,1,16.86,0.05,16.02,7.13,2025-04
10905,2025-04-21,C1262,West,Wireless Mouse,Accessories,3,24.53,0.0,73.59,32.89,2025-04
10906,2025-04-21,C1245,North,Laptop Sleeve,Accessories,2,18.17,0.0,36.34,15.31,2025-04
10907,2025-04-21,C1171,West,USB-C Cable,Accessories,2,11.65,0.15,19.8,8.4,2025-04
10908,2025-04-21,C1142,South,Notebook Pack,Stationery,5,7.5,0.05,35.62,17.6,2025-04
10909,2025-04-21,C1191,West,Monitor Stand,Furniture,2,36.18,0.1,65.12,23.04,2025-04
10910,2025-04-21,C1208,West,Printer Ink,Electronics,3,29.93,0.0,89.79,27.02,2025-04
10911,2025-04-21,C1095,South,USB-C Cable,Accessories,4,12.51,0.0,50.04,22.11,2025-04
10912,2025-04-21,C1151,West,USB-C Cable,Accessories,6,11.77,0.0,70.62,31.57,2025-04
10913,2025-04-21,C1150,North,Water Bottle,Lifestyle,5,15.05,0.0,75.25,37.38,2025-04
10914,2025-04-21,C1092,South,Laptop Sleeve,Accessories,2,17.2,0.0,34.4,13.59,2025-04
10915,2025-04-21,C1135,North,USB-C Cable,Accessories,1,12.24,0.0,12.24,4.7,2025-04
10916,2025-04-21,C1054,North,Notebook Pack,Stationery,5,8.28,0.0,41.4,21.39,2025-04
10917,2025-04-22,C1235,East,Monitor Stand,Furniture,3,37.44,0.0,112.32,41.59,2025-04
10918,2025-04-22,C1161,West,Notebook Pack,Stationery,3,7.63,0.0,22.89,12.11,2025-04
10919,2025-04-22,C1023,East,Water Bottle,Lifestyle,6,14.45,0.0,86.7,42.81,2025-04
10920,2025-04-22,C1002,North,Laptop Sleeve,Accessories,2,17.23,0.0,34.46,14.38,2025-04
10921,2025-04-22,C1114,South,Office Chair,Furniture,1,123.38,0.0,123.38,45.44,2025-04
10922,2025-04-22,C1175,South,Wireless Mouse,Accessories,6,23.82,0.05,135.77,60.02,2025-04
10923,2025-04-22,C1085,East,Printer Ink,Electronics,4,29.94,0.0,119.76,37.32,2025-04
10924,2025-04-22,C1023,East,USB-C Cable,Accessories,3,11.81,0.0,35.43,15.28,2025-04
10925,2025-04-22,C1267,North,Office Chair,Furniture,4,115.99,0.05,440.76,166.59,2025-04
10926,2025-04-22,C1194,South,Desk Lamp,Furniture,2,29.94,0.0,59.88,22.31,2025-04
10927,2025-04-22,C1239,South,Printer Ink,Electronics,1,26.21,0.0,26.21,7.01,2025-04
10928,2025-04-22,C1036,West,Laptop Sleeve,Accessories,2,17.24,0.0,34.48,15.14,2025-04
10929,2025-04-23,C1258,North,Bluetooth Speaker,Electronics,2,42.33,0.0,84.66,26.08,2025-04
10930,2025-04-23,C1015,North,Bluetooth Speaker,Electronics,5,42.98,0.0,214.9,67.25,2025-04
10931,2025-04-23,C1037,West,Bluetooth Speaker,Electronics,2,45.3,0.0,90.6,28.83,2025-04
10932,2025-04-23,C1276,West,USB-C Cable,Accessories,6,12.57,0.15,64.11,27.91,2025-04
10933,2025-04-23,C1158,East,Office Chair,Furniture,2,120.79,0.0,241.58,91.75,2025-04
10934,2025-04-23,C1277,South,Wireless Mouse,Accessories,1,23.72,0.0,23.72,9.69,2025-04
10935,2025-04-24,C1218,South,USB-C Cable,Accessories,3,12.74,0.0,38.22,16.34,2025-04
10936,2025-04-24,C1127,West,Laptop Sleeve,Accessories,4,17.65,0.1,63.54,27.53,2025-04
10937,2025-04-24,C1130,North,Bluetooth Speaker,Electronics,4,46.25,0.0,185.0,57.51,2025-04
10938,2025-04-24,C1155,West,Laptop Sleeve,Accessories,5,17.56,0.05,83.41,37.13,2025-04
10939,2025-04-24,C1024,East,Printer Ink,Electronics,2,29.05,0.0,58.1,18.37,2025-04
10940,2025-04-24,C1175,North,Office Chair,Furniture,3,125.87,0.0,377.61,142.33,2025-04
10941,2025-04-24,C1109,West,Notebook Pack,Stationery,1,8.36,0.0,8.36,3.47,2025-04
10942,2025-04-25,C1247,West,Laptop Sleeve,Accessories,4,18.23,0.0,72.92,32.63,2025-04
10943,2025-04-25,C1258,North,Bluetooth Speaker,Electronics,1,44.72,0.0,44.72,14.27,2025-04
10944,2025-04-25,C1229,East,Bluetooth Speaker,Electronics,2,44.33,0.0,88.66,27.3,2025-04
10945,2025-04-25,C1268,West,Laptop Sleeve,Accessories,1,16.73,0.0,16.73,5.74,2025-04
10946,2025-04-25,C1058,North,Notebook Pack,Stationery,5,7.87,0.1,35.42,17.93,2025-04
10947,2025-04-25,C1184,East,Notebook Pack,Stationery,1,7.71,0.1,6.94,3.11,2025-04
10948,2025-04-26,C1043,North,Printer Ink,Electronics,1,26.82,0.0,26.82,7.63,2025-04
10949,2025-04-26,C1090,West,Monitor Stand,Furniture,2,37.69,0.0,75.38,28.35,2025-04
10950,2025-04-26,C1131,North,Bluetooth Speaker,Electronics,5,46.16,0.0,230.8,72.96,2025-04
10951,2025-04-26,C1229,West,Wireless Mouse,Accessories,4,25.9,0.0,103.6,46.28,2025-04
10952,2025-04-26,C1265,East,Notebook Pack,Stationery,2,7.84,0.0,15.68,7.28,2025-04
10953,2025-04-27,C1253,South,Laptop Sleeve,Accessories,3,18.61,0.0,55.83,23.46,2025-04
10954,2025-04-27,C1011,South,Desk Lamp,Furniture,3,32.09,0.0,96.27,35.47,2025-04
10955,2025-04-27,C1170,West,Notebook Pack,Stationery,2,7.41,0.0,14.82,8.03,2025-04
10956,2025-04-28,C1056,West,Notebook Pack,Stationery,2,7.95,0.05,15.1,8.12,2025-04
10957,2025-04-28,C1077,West,Printer Ink,Electronics,2,26.77,0.0,53.54,15.92,2025-04
10958,2025-04-28,C1209,North,USB-C Cable,Accessories,2,11.7,0.0,23.4,9.59,2025-04
10959,2025-04-28,C1065,South,Laptop Sleeve,Accessories,4,18.59,0.0,74.36,32.84,2025-04
10960,2025-04-28,C1267,East,Wireless Mouse,Accessories,3,26.53,0.05,75.61,32.86,2025-04
10961,2025-04-28,C1257,South,Desk Lamp,Furniture,4,33.66,0.0,134.64,50.96,2025-04
10962,2025-04-28,C1133,East,Wireless Mouse,Accessories,3,24.01,0.0,72.03,30.51,2025-04
10963,2025-04-28,C1039,North,Bluetooth Speaker,Electronics,2,41.89,0.0,83.78,25.9,2025-04
10964,2025-04-28,C1106,South,Notebook Pack,Stationery,3,7.56,0.1,20.41,11.1,2025-04
10965,2025-04-29,C1283,West,Notebook Pack,Stationery,3,8.3,0.0,24.9,13.2,2025-04
10966,2025-04-29,C1114,West,Office Chair,Furniture,4,128.09,0.0,512.36,194.14,2025-04
10967,2025-04-29,C1172,West,Bluetooth Speaker,Electronics,2,45.69,0.05,86.81,27.68,2025-04
10968,2025-04-29,C1177,West,Monitor Stand,Furniture,4,39.83,0.1,143.39,53.28,2025-04
10969,2025-04-30,C1005,East,Desk Lamp,Furniture,5,34.06,0.1,153.27,56.38,2025-04
10970,2025-04-30,C1090,North,Notebook Pack,Stationery,2,7.75,0.0,15.5,8.43,2025-04
10971,2025-04-30,C1107,South,Notebook Pack,Stationery,4,7.9,0.0,31.6,17.1,2025-04
10972,2025-04-30,C1223,East,Laptop Sleeve,Accessories,3,17.46,0.05,49.76,21.28,2025-04
10973,2025-04-30,C1163,South,Bluetooth Speaker,Electronics,5,44.47,0.0,222.35,70.69,2025-04
10974,2025-04-30,C1141,South,Laptop Sleeve,Accessories,2,18.02,0.0,36.04,14.39,2025-04
10975,2025-04-30,C1103,North,Wireless Mouse,Accessories,3,23.75,0.05,67.69,29.94,2025-04
10976,2025-04-30,C1013,South,Wireless Mouse,Accessories,1,25.94,0.0,25.94,10.41,2025-04
10977,2025-04-30,C1143,East,Laptop Sleeve,Accessories,3,17.53,0.0,52.59,22.51,2025-04
10978,2025-05-01,C1190,East,Bluetooth Speaker,Electronics,1,41.64,0.05,39.56,11.29,2025-05
10979,2025-05-01,C1226,West,Printer Ink,Electronics,2,29.94,0.0,59.88,18.95,2025-05
10980,2025-05-01,C1058,East,USB-C Cable,Accessories,3,11.17,0.0,33.51,13.2,2025-05
10981,2025-05-01,C1112,West,Wireless Mouse,Accessories,4,26.04,0.15,88.54,39.48,2025-05
10982,2025-05-01,C1208,North,Bluetooth Speaker,Electronics,4,48.57,0.0,194.28,60.94,2025-05
10983,2025-05-01,C1287,North,Water Bottle,Lifestyle,2,14.03,0.0,28.06,12.74,2025-05
10984,2025-05-01,C1248,North,Laptop Sleeve,Accessories,3,17.97,0.0,53.91,22.52,2025-05
10985,2025-05-01,C1134,North,Bluetooth Speaker,Electronics,4,43.6,0.0,174.4,55.2,2025-05
10986,2025-05-02,C1015,East,USB-C Cable,Accessories,2,12.56,0.0,25.12,10.23,2025-05
10987,2025-05-02,C1085,North,Bluetooth Speaker,Electronics,3,48.0,0.0,144.0,45.77,2025-05
10988,2025-05-02,C1219,West,Laptop Sleeve,Accessories,6,16.8,0.0,100.8,45.35,2025-05
10989,2025-05-02,C1129,West,Notebook Pack,Stationery,1,8.09,0.05,7.69,3.27,2025-05
10990,2025-05-02,C1102,South,Notebook Pack,Stationery,2,8.03,0.1,14.45,6.34,2025-05
10991,2025-05-02,C1287,South,Laptop Sleeve,Accessories,3,17.38,0.0,52.14,22.94,2025-05
10992,2025-05-02,C1213,North,Wireless Mouse,Accessories,4,25.3,0.05,96.14,42.14,2025-05
10993,2025-05-02,C1273,North,Monitor Stand,Furniture,4,36.76,0.0,147.04,55.71,2025-05
10994,2025-05-02,C1075,West,USB-C Cable,Accessories,4,12.7,0.0,50.8,22.03,2025-05
10995,2025-05-02,C1272,West,Notebook Pack,Stationery,3,7.58,0.0,22.74,11.85,2025-05
10996,2025-05-02,C1014,West,Laptop Sleeve,Accessories,2,17.32,0.1,31.18,13.3,2025-05
10997,2025-05-02,C1107,North,Office Chair,Furniture,5,118.94,0.15,505.5,190.42,2025-05
10998,2025-05-02,C1287,West,Notebook Pack,Stationery,6,8.41,0.0,50.46,27.36,2025-05
10999,2025-05-03,C1201,South,Desk Lamp,Furniture,3,30.73,0.0,92.19,34.33,2025-05
11000,2025-05-03,C1116,East,USB-C Cable,Accessories,3,11.97,0.0,35.91,15.18,2025-05
11001,2025-05-03,C1230,North,Printer Ink,Electronics,2,26.06,0.15,44.3,12.26,2025-05
11002,2025-05-03,C1181,West,USB-C Cable,Accessories,3,12.22,0.0,36.66,15.34,2025-05
11003,2025-05-03,C1144,West,Water Bottle,Lifestyle,3,13.88,0.05,39.56,18.88,2025-05
11004,2025-05-04,C1074,South,Notebook Pack,Stationery,2,8.18,0.0,16.36,7.48,2025-05
11005,2025-05-04,C1244,East,Printer Ink,Electronics,2,28.56,0.0,57.12,17.16,2025-05
11006,2025-05-04,C1086,North,Laptop Sleeve,Accessories,2,19.18,0.0,38.36,15.79,2025-05
11007,2025-05-04,C1082,North,Notebook Pack,Stationery,3,8.15,0.1,22.01,10.19,2025-05
11008,2025-05-04,C1042,South,Water Bottle,Lifestyle,2,16.01,0.0,32.02,15.56,2025-05
11009,2025-05-04,C1178,North,Notebook Pack,Stationery,1,8.33,0.15,7.08,2.27,2025-05
11010,2025-05-04,C1145,South,Water Bottle,Lifestyle,3,15.66,0.0,46.98,22.86,2025-05
11011,2025-05-04,C1065,East,Laptop Sleeve,Accessories,2,18.44,0.0,36.88,15.09,2025-05
11012,2025-05-04,C1161,West,Water Bottle,Lifestyle,3,14.61,0.0,43.83,20.87,2025-05
11013,2025-05-04,C1273,North,Office Chair,Furniture,5,111.02,0.0,555.1,209.51,2025-05
11014,2025-05-05,C1147,South,Wireless Mouse,Accessories,3,24.96,0.0,74.88,33.27,2025-05
11015,2025-05-05,C1120,North,Wireless Mouse,Accessories,3,24.05,0.0,72.15,31.06,2025-05
11016,2025-05-05,C1026,North,Laptop Sleeve,Accessories,1,18.32,0.0,18.32,6.74,2025-05
11017,2025-05-05,C1055,East,Monitor Stand,Furniture,2,40.2,0.0,80.4,28.88,2025-05
11018,2025-05-05,C1083,East,Notebook Pack,Stationery,4,7.41,0.0,29.64,16.06,2025-05
11019,2025-05-05,C1275,North,Printer Ink,Electronics,2,29.86,0.05,56.73,17.41,2025-05
11020,2025-05-05,C1251,West,USB-C Cable,Accessories,5,11.58,0.0,57.9,24.46,2025-05
11021,2025-05-05,C1082,South,Bluetooth Speaker,Electronics,1,44.68,0.05,42.45,11.93,2025-05
11022,2025-05-06,C1167,North,Desk Lamp,Furniture,2,33.34,0.0,66.68,24.09,2025-05
11023,2025-05-06,C1046,South,Office Chair,Furniture,2,127.51,0.0,255.02,96.61,2025-05
11024,2025-05-06,C1042,North,Water Bottle,Lifestyle,2,14.52,0.0,29.04,12.74,2025-05
11025,2025-05-06,C1111,West,Printer Ink,Electronics,3,28.44,0.0,85.32,25.6,2025-05
11026,2025-05-06,C1071,North,Wireless Mouse,Accessories,2,23.11,0.0,46.22,18.85,2025-05
11027,2025-05-06,C1172,West,Water Bottle,Lifestyle,4,15.49,0.0,61.96,30.41,2025-05
11028,2025-05-06,C1174,East,Water Bottle,Lifestyle,4,14.71,0.0,58.84,28.24,2025-05
11029,2025-05-06,C1106,West,Desk Lamp,Furniture,4,30.85,0.0,123.4,46.46,2025-05
11030,2025-05-07,C1234,South,Laptop Sleeve,Accessories,2,18.25,0.0,36.5,14.68,2025-05
11031,2025-05-07,C1093,South,Wireless Mouse,Accessories,4,26.82,0.1,96.55,43.34,2025-05
11032,2025-05-07,C1233,South,Bluetooth Speaker,Electronics,2,48.04,0.0,96.08,29.5,2025-05
11033,2025-05-07,C1243,West,Notebook Pack,Stationery,5,8.63,0.0,43.15,23.4,2025-05
11034,2025-05-07,C1098,North,Notebook Pack,Stationery,2,7.77,0.0,15.54,7.58,2025-05
11035,2025-05-07,C1285,East,USB-C Cable,Accessories,2,12.46,0.05,23.67,10.09,2025-05
11036,2025-05-07,C1048,North,Monitor Stand,Furniture,5,40.9,0.0,204.5,75.8,2025-05
11037,2025-05-07,C1077,West,Bluetooth Speaker,Electronics,3,47.09,0.0,141.27,43.61,2025-05
11038,2025-05-08,C1163,North,Laptop Sleeve,Accessories,5,18.69,0.15,79.43,34.83,2025-05
11039,2025-05-08,C1167,South,Water Bottle,Lifestyle,4,15.19,0.0,60.76,30.17,2025-05
11040,2025-05-08,C1290,South,Desk Lamp,Furniture,4,33.24,0.0,132.96,50.41,2025-05
11041,2025-05-08,C1096,North,Water Bottle,Lifestyle,3,15.24,0.0,45.72,22.13,2025-05
11042,2025-05-08,C1153,North,Notebook Pack,Stationery,1,8.12,0.0,8.12,4.36,2025-05
11043,2025-05-08,C1212,North,USB-C Cable,Accessories,4,11.08,0.05,42.1,18.66,2025-05
11044,2025-05-08,C1151,West,Water Bottle,Lifestyle,5,15.59,0.0,77.95,37.68,2025-05
11045,2025-05-08,C1039,South,Notebook Pack,Stationery,5,8.41,0.0,42.05,23.04,2025-05
11046,2025-05-08,C1153,West,Wireless Mouse,Accessories,3,26.75,0.05,76.24,32.91,2025-05
11047,2025-05-08,C1220,East,Wireless Mouse,Accessories,3,25.98,0.0,77.94,34.49,2025-05
11048,2025-05-09,C1095,South,Water Bottle,Lifestyle,3,14.63,0.0,43.89,20.43,2025-05
11049,2025-05-09,C1145,North,Bluetooth Speaker,Electronics,2,45.82,0.1,82.48,26.3,2025-05
11050,2025-05-09,C1136,South,Notebook Pack,Stationery,3,7.7,0.0,23.1,11.54,2025-05
11051,2025-05-09,C1110,South,Office Chair,Furniture,1,110.72,0.0,110.72,40.68,2025-05
11052,2025-05-09,C1184,North,Wireless Mouse,Accessories,1,24.74,0.0,24.74,9.45,2025-05
11053,2025-05-09,C1146,West,Laptop Sleeve,Accessories,2,16.7,0.0,33.4,14.32,2025-05
11054,2025-05-09,C1203,North,USB-C Cable,Accessories,2,12.2,0.0,24.4,9.31,2025-05
11055,2025-05-10,C1112,East,Laptop Sleeve,Accessories,2,18.26,0.0,36.52,16.36,2025-05
11056,2025-05-10,C1207,North,Wireless Mouse,Accessories,2,26.07,0.0,52.14,21.7,2025-05
11057,2025-05-10,C1068,North,Laptop Sleeve,Accessories,2,18.57,0.0,37.14,16.05,2025-05
11058,2025-05-10,C1011,East,Notebook Pack,Stationery,6,7.89,0.0,47.34,24.87,2025-05
11059,2025-05-11,C1254,East,Monitor Stand,Furniture,3,36.0,0.0,108.0,40.4,2025-05
11060,2025-05-11,C1218,West,Monitor Stand,Furniture,2,37.61,0.0,75.22,27.43,2025-05
11061,2025-05-11,C1185,North,Notebook Pack,Stationery,3,8.09,0.0,24.27,13.33,2025-05
11062,2025-05-11,C1250,East,Monitor Stand,Furniture,4,36.85,0.0,147.4,55.33,2025-05
11063,2025-05-11,C1051,South,Bluetooth Speaker,Electronics,5,47.33,0.0,236.65,73.75,2025-05
11064,2025-05-11,C1261,South,Desk Lamp,Furniture,1,34.03,0.05,32.33,12.01,2025-05
11065,2025-05-11,C1057,East,Notebook Pack,Stationery,3,7.79,0.0,23.37,11.49,2025-05
11066,2025-05-11,C1046,North,Desk Lamp,Furniture,3,31.51,0.0,94.53,34.62,2025-05
11067,2025-05-11,C1017,East,Bluetooth Speaker,Electronics,4,47.17,0.0,188.68,59.95,2025-05
11068,2025-05-12,C1143,South,Bluetooth Speaker,Electronics,5,45.52,0.05,216.22,68.24,2025-05
11069,2025-05-12,C1251,South,Desk Lamp,Furniture,5,31.29,0.0,156.45,57.66,2025-05
11070,2025-05-12,C1244,West,Bluetooth Speaker,Electronics,3,45.47,0.0,136.41,43.56,2025-05
11071,2025-05-12,C1072,West,Desk Lamp,Furniture,3,29.8,0.0,89.4,33.05,2025-05
11072,2025-05-12,C1295,North,Wireless Mouse,Accessories,2,26.09,0.05,49.57,21.08,2025-05
11073,2025-05-12,C1145,South,Bluetooth Speaker,Electronics,4,43.54,0.0,174.16,55.59,2025-05
11074,2025-05-12,C1244,West,Bluetooth Speaker,Electronics,1,42.32,0.0,42.32,11.92,2025-05
11075,2025-05-12,C1198,West,USB-C Cable,Accessories,3,11.39,0.0,34.17,15.05,2025-05
11076,2025-05-12,C1177,South,Laptop Sleeve,Accessories,4,18.46,0.0,73.84,31.73,2025-05
11077,2025-05-12,C1275,North,Water Bottle,Lifestyle,4,16.08,0.0,64.32,31.97,2025-05
11078,2025-05-12,C1298,East,Water Bottle,Lifestyle,3,14.22,0.0,42.66,20.6,2025-05
11079,2025-05-12,C1263,West,USB-C Cable,Accessories,3,11.98,0.0,35.94,14.95,2025-05
11080,2025-05-12,C1255,East,Laptop Sleeve,Accessories,1,18.96,0.0,18.96,7.5,2025-05
11081,2025-05-13,C1058,West,Office Chair,Furniture,3,121.68,0.0,365.04,137.75,2025-05
11082,2025-05-13,C1188,South,Monitor Stand,Furniture,2,40.36,0.0,80.72,29.34,2025-05
11083,2025-05-13,C1297,West,USB-C Cable,Accessories,3,12.8,0.0,38.4,15.84,2025-05
11084,2025-05-13,C1121,North,Notebook Pack,Stationery,5,8.27,0.0,41.35,22.35,2025-05
11085,2025-05-13,C1137,South,Office Chair,Furniture,2,117.14,0.05,222.57,84.44,2025-05
11086,2025-05-13,C1132,East,Notebook Pack,Stationery,1,7.57,0.0,7.57,3.08,2025-05
11087,2025-05-13,C1116,South,Bluetooth Speaker,Electronics,2,48.23,0.0,96.46,30.56,2025-05
11088,2025-05-13,C1024,South,Wireless Mouse,Accessories,2,26.82,0.0,53.64,22.74,2025-05
11089,2025-05-13,C1015,West,Laptop Sleeve,Accessories,3,16.91,0.0,50.73,22.32,2025-05
11090,2025-05-13,C1079,East,Monitor Stand,Furniture,5,40.24,0.0,201.2,76.2,2025-05
11091,2025-05-14,C1077,East,USB-C Cable,Accessories,3,12.01,0.0,36.03,14.27,2025-05
11092,2025-05-14,C1017,South,USB-C Cable,Accessories,6,12.64,0.0,75.84,32.2,2025-05
11093,2025-05-14,C1188,South,Laptop Sleeve,Accessories,4,17.38,0.05,66.04,29.56,2025-05
11094,2025-05-14,C1215,East,Wireless Mouse,Accessories,4,24.98,0.0,99.92,43.05,2025-05
11095,2025-05-14,C1012,East,Notebook Pack,Stationery,3,7.57,0.0,22.71,10.63,2025-05
11096,2025-05-14,C1141,North,Notebook Pack,Stationery,3,7.5,0.0,22.5,11.16,2025-05
11097,2025-05-14,C1022,West,Desk Lamp,Furniture,2,31.9,0.0,63.8,24.03,2025-05
11098,2025-05-14,C1219,East,Office Chair,Furniture,4,125.28,0.0,501.12,190.04,2025-05
11099,2025-05-14,C1176,South,Water Bottle,Lifestyle,1,14.38,0.0,14.38,5.26,2025-05
11100,2025-05-14,C1128,West,Monitor Stand,Furniture,4,36.54,0.0,146.16,55.17,2025-05
11101,2025-05-14,C1287,West,Office Chair,Furniture,4,119.72,0.0,478.88,180.19,2025-05
11102,2025-05-15,C1068,East,Notebook Pack,Stationery,4,7.63,0.0,30.52,16.7,2025-05
11103,2025-05-15,C1270,North,USB-C Cable,Accessories,2,12.19,0.05,23.16,8.91,2025-05
11104,2025-05-15,C1061,West,Desk Lamp,Furniture,5,32.23,0.0,161.15,59.5,2025-05
11105,2025-05-15,C1265,South,Printer Ink,Electronics,4,29.68,0.1,106.85,32.85,2025-05
11106,2025-05-15,C1052,West,Laptop Sleeve,Accessories,1,18.48,0.0,18.48,6.9,2025-05
11107,2025-05-15,C1171,North,Notebook Pack,Stationery,3,7.71,0.0,23.13,11.89,2025-05
11108,2025-05-15,C1188,North,Laptop Sleeve,Accessories,3,16.76,0.15,42.74,17.46,2025-05
11109,2025-05-15,C1017,South,Printer Ink,Electronics,2,27.49,0.0,54.98,17.26,2025-05
11110,2025-05-15,C1004,East,USB-C Cable,Accessories,2,12.18,0.0,24.36,10.12,2025-05
11111,2025-05-15,C1152,North,Bluetooth Speaker,Electronics,2,46.59,0.0,93.18,28.52,2025-05
11112,2025-05-15,C1225,South,Laptop Sleeve,Accessories,2,17.59,0.15,29.9,11.53,2025-05
11113,2025-05-15,C1206,East,Bluetooth Speaker,Electronics,2,42.35,0.05,80.46,23.75,2025-05
11114,2025-05-16,C1005,South,Desk Lamp,Furniture,5,33.92,0.0,169.6,63.72,2025-05
11115,2025-05-16,C1288,South,Bluetooth Speaker,Electronics,2,47.86,0.0,95.72,29.7,2025-05
11116,2025-05-16,C1059,South,Laptop Sleeve,Accessories,6,18.71,0.0,112.26,49.77,2025-05
11117,2025-05-16,C1005,West,Laptop Sleeve,Accessories,5,19.05,0.0,95.25,40.96,2025-05
11118,2025-05-16,C1033,North,Notebook Pack,Stationery,7,8.35,0.0,58.45,30.81,2025-05
11119,2025-05-16,C1206,North,Wireless Mouse,Accessories,3,25.96,0.0,77.88,34.57,2025-05
11120,2025-05-16,C1109,West,Wireless Mouse,Accessories,1,26.84,0.0,26.84,10.92,2025-05
11121,2025-05-16,C1270,West,USB-C Cable,Accessories,3,11.44,0.0,34.32,15.27,2025-05
11122,2025-05-16,C1200,North,Notebook Pack,Stationery,3,7.84,0.0,23.52,12.39,2025-05
11123,2025-05-16,C1107,West,Laptop Sleeve,Accessories,6,18.48,0.0,110.88,48.62,2025-05
11124,2025-05-16,C1023,North,Bluetooth Speaker,Electronics,2,45.5,0.0,91.0,27.55,2025-05
11125,2025-05-17,C1148,West,Laptop Sleeve,Accessories,2,18.97,0.0,37.94,16.21,2025-05
11126,2025-05-17,C1054,West,Office Chair,Furniture,2,112.36,0.0,224.72,84.0,2025-05
11127,2025-05-17,C1194,West,Office Chair,Furniture,3,125.68,0.0,377.04,143.05,2025-05
11128,2025-05-17,C1204,South,Laptop Sleeve,Accessories,4,18.01,0.0,72.04,31.73,2025-05
11129,2025-05-17,C1244,South,USB-C Cable,Accessories,2,12.68,0.0,25.36,9.98,2025-05
11130,2025-05-17,C1035,North,Notebook Pack,Stationery,5,7.4,0.05,35.15,18.24,2025-05
11131,2025-05-17,C1246,East,Water Bottle,Lifestyle,3,14.16,0.0,42.48,20.11,2025-05
11132,2025-05-17,C1293,South,Laptop Sleeve,Accessories,4,17.32,0.0,69.28,29.24,2025-05
11133,2025-05-17,C1149,North,Notebook Pack,Stationery,1,8.15,0.0,8.15,3.26,2025-05
11134,2025-05-17,C1053,South,Water Bottle,Lifestyle,3,14.54,0.05,41.44,20.1,2025-05
11135,2025-05-18,C1015,West,Laptop Sleeve,Accessories,2,16.76,0.0,33.52,14.07,2025-05
11136,2025-05-18,C1030,North,Laptop Sleeve,Accessories,4,18.4,0.0,73.6,31.4,2025-05
11137,2025-05-18,C1290,North,Wireless Mouse,Accessories,3,23.46,0.05,66.86,30.03,2025-05
11138,2025-05-18,C1271,East,Wireless Mouse,Accessories,4,23.63,0.0,94.52,41.05,2025-05
11139,2025-05-18,C1164,North,Office Chair,Furniture,3,128.67,0.1,347.41,131.73,2025-05
11140,2025-05-19,C1160,West,Laptop Sleeve,Accessories,5,17.63,0.0,88.15,38.21,2025-05
11141,2025-05-19,C1219,North,Notebook Pack,Stationery,2,8.1,0.0,16.2,8.04,2025-05
11142,2025-05-19,C1273,South,Water Bottle,Lifestyle,3,14.28,0.0,42.84,19.91,2025-05
11143,2025-05-19,C1065,West,Laptop Sleeve,Accessories,2,18.28,0.0,36.56,14.49,2025-05
11144,2025-05-19,C1108,North,Laptop Sleeve,Accessories,4,18.76,0.0,75.04,33.12,2025-05
11145,2025-05-20,C1267,East,USB-C Cable,Accessories,1,12.35,0.0,12.35,4.37,2025-05
11146,2025-05-20,C1250,West,Desk Lamp,Furniture,3,33.7,0.0,101.1,38.22,2025-05
11147,2025-05-20,C1245,South,Laptop Sleeve,Accessories,2,19.38,0.0,38.76,15.81,2025-05
11148,2025-05-20,C1208,South,Water Bottle,Lifestyle,3,14.08,0.0,42.24,19.2,2025-05
11149,2025-05-20,C1038,West,Desk Lamp,Furniture,3,33.85,0.0,101.55,37.35,2025-05
11150,2025-05-20,C1166,South,Desk Lamp,Furniture,3,31.85,0.0,95.55,36.02,2025-05
11151,2025-05-20,C1202,East,Laptop Sleeve,Accessories,3,16.94,0.0,50.82,22.44,2025-05
11152,2025-05-20,C1270,North,Laptop Sleeve,Accessories,4,18.32,0.0,73.28,32.35,2025-05
11153,2025-05-20,C1221,North,Office Chair,Furniture,1,120.81,0.05,114.77,42.26,2025-05
11154,2025-05-20,C1160,South,USB-C Cable,Accessories,3,12.55,0.0,37.65,15.85,2025-05
11155,2025-05-20,C1053,South,Laptop Sleeve,Accessories,4,19.09,0.0,76.36,34.14,2025-05
11156,2025-05-20,C1243,South,Wireless Mouse,Accessories,2,25.39,0.05,48.24,20.94,2025-05
11157,2025-05-21,C1178,West,Notebook Pack,Stationery,2,7.51,0.0,15.02,7.56,2025-05
11158,2025-05-21,C1207,West,USB-C Cable,Accessories,5,12.6,0.0,63.0,27.45,2025-05
11159,2025-05-21,C1071,North,Laptop Sleeve,Accessories,6,18.07,0.0,108.42,48.11,2025-05
11160,2025-05-21,C1041,South,Bluetooth Speaker,Electronics,2,42.01,0.0,84.02,26.66,2025-05
11161,2025-05-21,C1247,South,Laptop Sleeve,Accessories,1,18.73,0.0,18.73,7.54,2025-05
11162,2025-05-21,C1155,North,Bluetooth Speaker,Electronics,2,48.23,0.0,96.46,30.26,2025-05
11163,2025-05-21,C1090,North,Desk Lamp,Furniture,3,30.69,0.0,92.07,33.26,2025-05
11164,2025-05-21,C1240,South,Printer Ink,Electronics,3,29.67,0.0,89.01,27.45,2025-05
11165,2025-05-21,C1154,North,Printer Ink,Electronics,2,27.19,0.0,54.38,15.99,2025-05
